faction,section,unit,cost_tier,models,points,version
space-wolves,SPACE MARINES,GLADIATOR VALIANT,YOUR 3RD + UNIT COSTS,1,160,v1.0
space-wolves,SPACE MARINES,HAMMERFALL BUNKER,YOUR UNIT COSTS,1,175,v1.0
space-wolves,SPACE MARINES,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,5,100,v1.0
space-wolves,SPACE MARINES,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
space-wolves,SPACE MARINES,HELLBLASTER SQUAD,YOUR UNIT COSTS,5,110,v1.0
space-wolves,SPACE MARINES,HELLBLASTER SQUAD,YOUR UNIT COSTS,10,220,v1.0
space-wolves,SPACE MARINES,IMPULSOR,YOUR UNIT COSTS,1,80,v1.0
space-wolves,SPACE MARINES,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,120,v1.0
space-wolves,SPACE MARINES,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,240,v1.0
space-wolves,SPACE MARINES,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,3,135,v1.0
space-wolves,SPACE MARINES,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,6,255,v1.0
space-wolves,SPACE MARINES,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
space-wolves,SPACE MARINES,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,150,v1.0
space-wolves,SPACE MARINES,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,5,95,v1.0
space-wolves,SPACE MARINES,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,10,160,v1.0
space-wolves,SPACE MARINES,INFERNUS SQUAD,YOUR UNIT COSTS,5,85,v1.0
space-wolves,SPACE MARINES,INFERNUS SQUAD,YOUR UNIT COSTS,10,170,v1.0
space-wolves,SPACE MARINES,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
space-wolves,SPACE MARINES,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,180,v1.0
space-wolves,SPACE MARINES,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,5,120,v1.0
space-wolves,SPACE MARINES,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,10,190,v1.0
space-wolves,SPACE MARINES,INTERCESSOR SQUAD,YOUR UNIT COSTS,5,80,v1.0
space-wolves,SPACE MARINES,INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
space-wolves,SPACE MARINES,INVADER ATV,YOUR UNIT COSTS,1,60,v1.0
space-wolves,SPACE MARINES,INVICTOR TACTICAL WARSUIT,YOUR UNIT COSTS,1,125,v1.0
space-wolves,SPACE MARINES,JUDICIAR,YOUR UNIT COSTS,1,55,v1.0
space-wolves,SPACE MARINES,LAND RAIDER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
space-wolves,SPACE MARINES,LAND RAIDER,YOUR 3RD + UNIT COSTS,1,240,v1.0
space-wolves,SPACE MARINES,LAND RAIDER CRUSADER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
space-wolves,SPACE MARINES,LAND RAIDER CRUSADER,YOUR 3RD + UNIT COSTS,1,240,v1.0
space-wolves,SPACE MARINES,LAND RAIDER REDEEMER,YOUR 1ST TO 2ND UNITS COST,1,250,v1.0
space-wolves,SPACE MARINES,LAND RAIDER REDEEMER,YOUR 3RD + UNIT COSTS,1,270,v1.0
space-wolves,SPACE MARINES,LAND SPEEDER,YOUR 1ST TO 2ND UNITS COST,1,95,v1.0
space-wolves,SPACE MARINES,LAND SPEEDER,YOUR 3RD + UNIT COSTS,1,105,v1.0
space-wolves,SPACE MARINES,LIBRARIAN,YOUR UNIT COSTS,1,60,v1.0
space-wolves,SPACE MARINES,LIBRARIAN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
space-wolves,SPACE MARINES,LIBRARIAN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
space-wolves,SPACE MARINES,LIEUTENANT,YOUR UNIT COSTS,1,45,v1.0
space-wolves,SPACE MARINES,LIEUTENANT IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,45,v1.0
space-wolves,SPACE MARINES,LIEUTENANT IN REIVER ARMOUR,YOUR UNIT COSTS,1,45,v1.0
space-wolves,SPACE MARINES,LIEUTENANT WITH COMBI-WEAPON,YOUR UNIT COSTS,1,85,v1.0
space-wolves,SPACE MARINES,OUTRIDER SQUAD,YOUR UNIT COSTS,3,70,v1.0
space-wolves,SPACE MARINES,OUTRIDER SQUAD,YOUR UNIT COSTS,6,140,v1.0
space-wolves,SPACE MARINES,OUTRIDER SQUAD,YOUR UNIT COSTS,1,60,v1.0
space-wolves,SPACE MARINES,PREDATOR ANNIHILATOR,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
space-wolves,SPACE MARINES,PREDATOR ANNIHILATOR,YOUR 3RD + UNIT COSTS,1,145,v1.0
space-wolves,SPACE MARINES,PREDATOR DESTRUCTOR,YOUR 1ST TO 2ND UNITS COST,1,140,v1.0
space-wolves,SPACE MARINES,PREDATOR DESTRUCTOR,YOUR 3RD + UNIT COSTS,1,150,v1.0
space-wolves,SPACE MARINES,RAZORBACK,YOUR UNIT COSTS,1,95,v1.0
space-wolves,SPACE MARINES,REDEMPTOR DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,195,v1.0
space-wolves,SPACE MARINES,REDEMPTOR DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,210,v1.0
space-wolves,SPACE MARINES,REDEMPTOR DREADNOUGHT,WARGEAR OPTIONS,,10,v1.0
space-wolves,SPACE MARINES,REIVER SQUAD,YOUR UNIT COSTS,5,75,v1.0
space-wolves,SPACE MARINES,REIVER SQUAD,YOUR UNIT COSTS,10,150,v1.0
space-wolves,SPACE MARINES,REPULSOR,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
space-wolves,SPACE MARINES,REPULSOR,YOUR 3RD + UNIT COSTS,1,190,v1.0
space-wolves,SPACE MARINES,REPULSOR EXECUTIONER,YOUR 1ST TO 2ND UNITS COST,1,230,v1.0
space-wolves,SPACE MARINES,REPULSOR EXECUTIONER,YOUR 3RD + UNIT COSTS,1,250,v1.0
space-wolves,SPACE MARINES,RHINO,YOUR UNIT COSTS,1,75,v1.0
space-wolves,SPACE MARINES,SCOUT SQUAD,YOUR 1ST TO 2ND UNITS COST,5,65,v1.0
space-wolves,SPACE MARINES,SCOUT SQUAD,YOUR 1ST TO 2ND UNITS COST,10,120,v1.0
space-wolves,SPACE MARINES,SCOUT SQUAD,YOUR 3RD + UNIT COSTS,5,75,v1.0
space-wolves,SPACE MARINES,SCOUT SQUAD,YOUR 3RD + UNIT COSTS,10,130,v1.0
space-wolves,SPACE MARINES,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,5,100,v1.0
space-wolves,SPACE MARINES,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,10,190,v1.0
space-wolves,SPACE MARINES,STORMHAWK INTERCEPTOR,YOUR UNIT COSTS,1,155,v1.0
space-wolves,SPACE MARINES,STORMRAVEN GUNSHIP,YOUR 1ST UNIT COSTS,1,280,v1.0
space-wolves,SPACE MARINES,STORMRAVEN GUNSHIP,YOUR 2ND + UNIT COSTS,1,300,v1.0
space-wolves,SPACE MARINES,STORM SPEEDER HAILSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,105,v1.0
space-wolves,SPACE MARINES,STORM SPEEDER HAILSTRIKE,YOUR 3RD + UNIT COSTS,1,115,v1.0
space-wolves,SPACE MARINES,STORM SPEEDER HAMMERSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,130,v1.0
space-wolves,SPACE MARINES,STORM SPEEDER HAMMERSTRIKE,YOUR 3RD + UNIT COSTS,1,140,v1.0
space-wolves,SPACE MARINES,STORM SPEEDER THUNDERSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
space-wolves,SPACE MARINES,STORM SPEEDER THUNDERSTRIKE,YOUR 3RD + UNIT COSTS,1,145,v1.0
space-wolves,SPACE MARINES,STORMTALON GUNSHIP,YOUR UNIT COSTS,1,165,v1.0
space-wolves,SPACE MARINES,SUPPRESSOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
space-wolves,SPACE MARINES,TECHMARINE,YOUR UNIT COSTS,1,55,v1.0
space-wolves,SPACE MARINES,TERMINATOR ASSAULT SQUAD,YOUR UNIT COSTS,5,155,v1.0
space-wolves,SPACE MARINES,TERMINATOR ASSAULT SQUAD,YOUR UNIT COSTS,10,310,v1.0
space-wolves,SPACE MARINES,TERMINATOR ASSAULT SQUAD,WARGEAR OPTIONS,,5,v1.0
space-wolves,SPACE MARINES,TERMINATOR SQUAD,YOUR UNIT COSTS,5,160,v1.0
space-wolves,SPACE MARINES,TERMINATOR SQUAD,YOUR UNIT COSTS,10,320,v1.0
space-wolves,SPACE MARINES,THUNDERHAWK GUNSHIP,YOUR UNIT COSTS,1,840,v1.0
space-wolves,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,5,100,v1.0
space-wolves,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,10,200,v1.0
space-wolves,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,5,110,v1.0
space-wolves,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,210,v1.0
space-wolves,SPACE MARINES,VINDICATOR,YOUR 1ST TO 2ND UNITS COST,1,185,v1.0
space-wolves,SPACE MARINES,VINDICATOR,YOUR 3RD + UNIT COSTS,1,200,v1.0
space-wolves,SPACE MARINES,WHIRLWIND,YOUR 1ST UNIT COSTS,1,175,v1.0
space-wolves,SPACE MARINES,WHIRLWIND,YOUR 2ND + UNIT COSTS,1,195,v1.0
tau-empire,UNITS,AX-1-0 TIGER SHARK,YOUR 1ST UNIT COSTS,1,315,v1.0
tau-empire,UNITS,AX-1-0 TIGER SHARK,YOUR 2ND + UNIT COSTS,1,375,v1.0
tau-empire,UNITS,BREACHER TEAM,YOUR UNIT COSTS,10,90,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,1,75,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,2,150,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,3,240,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,YOUR 3RD + UNIT COSTS,1,95,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,YOUR 3RD + UNIT COSTS,2,170,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,YOUR 3RD + UNIT COSTS,3,260,v1.0
tau-empire,UNITS,BROADSIDE BATTLESUITS,WARGEAR OPTIONS,,5,v1.0
tau-empire,UNITS,CADRE FIREBLADE,YOUR UNIT COSTS,1,50,v1.0
tau-empire,UNITS,COMMANDER FARSIGHT,YOUR UNIT COSTS,1,80,v1.0
tau-empire,UNITS,COMMANDER IN COLDSTAR BATTLESUIT,YOUR UNIT COSTS,1,95,v1.0
tau-empire,UNITS,COMMANDER IN ENFORCER BATTLESUIT,YOUR UNIT COSTS,1,80,v1.0
tau-empire,UNITS,COMMANDER SHADOWSUN,YOUR UNIT COSTS,1,100,v1.0
tau-empire,UNITS,CRISIS FIREKNIFE BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,3,100,v1.0
tau-empire,UNITS,CRISIS FIREKNIFE BATTLESUITS,YOUR 3RD + UNIT COSTS,3,110,v1.0
tau-empire,UNITS,CRISIS FIREKNIFE BATTLESUITS,WARGEAR OPTIONS,,5,v1.0
tau-empire,UNITS,CRISIS STARSCYTHE BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
tau-empire,UNITS,CRISIS STARSCYTHE BATTLESUITS,YOUR 3RD + UNIT COSTS,3,100,v1.0
tau-empire,UNITS,CRISIS STARSCYTHE BATTLESUITS,WARGEAR OPTIONS,,5,v1.0
tau-empire,UNITS,CRISIS SUNFORGE BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,3,125,v1.0
tau-empire,UNITS,CRISIS SUNFORGE BATTLESUITS,YOUR 3RD + UNIT COSTS,3,135,v1.0
tau-empire,UNITS,DARKSTRIDER,YOUR UNIT COSTS,1,60,v1.0
tau-empire,UNITS,DEVILFISH,YOUR UNIT COSTS,1,85,v1.0
tau-empire,UNITS,ETHEREAL,YOUR UNIT COSTS,1,50,v1.0
tau-empire,UNITS,FIRESIGHT TEAM,YOUR UNIT COSTS,1,55,v1.0
tau-empire,UNITS,GHOSTKEEL BATTLESUIT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
tau-empire,UNITS,GHOSTKEEL BATTLESUIT,YOUR 3RD + UNIT COSTS,1,160,v1.0
tau-empire,UNITS,GHOSTKEEL BATTLESUIT,WARGEAR OPTIONS,,10,v1.0
tau-empire,UNITS,HAMMERHEAD GUNSHIP,YOUR 1ST TO 2ND UNITS COST,1,140,v1.0
tau-empire,UNITS,HAMMERHEAD GUNSHIP,YOUR 3RD + UNIT COSTS,1,150,v1.0
tau-empire,UNITS,KROOT CARNIVORES,YOUR UNIT COSTS,10,65,v1.0
tau-empire,UNITS,KROOT CARNIVORES,YOUR UNIT COSTS,20,130,v1.0
tau-empire,UNITS,KROOT FARSTALKERS,YOUR 1ST TO 2ND UNITS COST,12,75,v1.0
tau-empire,UNITS,KROOT FARSTALKERS,YOUR 3RD + UNIT COSTS,12,85,v1.0
tau-empire,UNITS,KROOT FLESH SHAPER,YOUR UNIT COSTS,1,45,v1.0
tau-empire,UNITS,KROOT HOUNDS,YOUR UNIT COSTS,5,45,v1.0
tau-empire,UNITS,KROOT HOUNDS,YOUR UNIT COSTS,10,65,v1.0
tau-empire,UNITS,KROOT LONE-SPEAR,YOUR UNIT COSTS,1,80,v1.0
tau-empire,UNITS,KROOTOX RAMPAGERS,YOUR 1ST TO 2ND UNITS COST,3,85,v1.0
tau-empire,UNITS,KROOTOX RAMPAGERS,YOUR 1ST TO 2ND UNITS COST,6,170,v1.0
tau-empire,UNITS,KROOTOX RAMPAGERS,YOUR 3RD + UNIT COSTS,3,95,v1.0
tau-empire,UNITS,KROOTOX RAMPAGERS,YOUR 3RD + UNIT COSTS,6,180,v1.0
tau-empire,UNITS,KROOTOX RIDERS,YOUR UNIT COSTS,1,45,v1.0
tau-empire,UNITS,KROOTOX RIDERS,YOUR UNIT COSTS,2,60,v1.0
tau-empire,UNITS,KROOTOX RIDERS,YOUR UNIT COSTS,3,90,v1.0
tau-empire,UNITS,KROOT TRAIL SHAPER,YOUR UNIT COSTS,1,50,v1.0
tau-empire,UNITS,KROOT WAR SHAPER,YOUR UNIT COSTS,1,60,v1.0
tau-empire,UNITS,MANTA,YOUR UNIT COSTS,1,2100,v1.0
tau-empire,UNITS,PATHFINDER TEAM,YOUR UNIT COSTS,10,80,v1.0
tau-empire,UNITS,PATHFINDER TEAM,WARGEAR OPTIONS,,5,v1.0
tau-empire,UNITS,PIRANHAS,YOUR 1ST TO 2ND UNITS COST,1,65,v1.0
tau-empire,UNITS,PIRANHAS,YOUR 1ST TO 2ND UNITS COST,2,110,v1.0
tau-empire,UNITS,PIRANHAS,YOUR 1ST TO 2ND UNITS COST,3,165,v1.0
tau-empire,UNITS,PIRANHAS,YOUR 3RD + UNIT COSTS,1,75,v1.0
tau-empire,UNITS,PIRANHAS,YOUR 3RD + UNIT COSTS,2,120,v1.0
tau-empire,UNITS,PIRANHAS,YOUR 3RD + UNIT COSTS,3,175,v1.0
tau-empire,UNITS,RAZORSHARK STRIKE FIGHTER,YOUR UNIT COSTS,1,160,v1.0
tau-empire,UNITS,RIPTIDE BATTLESUIT,YOUR 1ST TO 2ND UNITS COST,1,180,v1.0
tau-empire,UNITS,RIPTIDE BATTLESUIT,YOUR 3RD + UNIT COSTS,1,210,v1.0
tau-empire,UNITS,RIPTIDE BATTLESUIT,WARGEAR OPTIONS,,20,v1.0
tau-empire,UNITS,SKY RAY GUNSHIP,YOUR UNIT COSTS,1,140,v1.0
tau-empire,UNITS,STEALTH BATTLESUITS,YOUR 1ST TO 2ND UNITS COST,5,100,v1.0
tau-empire,UNITS,STEALTH BATTLESUITS,YOUR 3RD + UNIT COSTS,5,110,v1.0
tau-empire,UNITS,STORMSURGE,YOUR 1ST UNIT COSTS,1,360,v1.0
tau-empire,UNITS,STORMSURGE,YOUR 2ND + UNIT COSTS,1,385,v1.0
tau-empire,UNITS,STRIKE TEAM,YOUR UNIT COSTS,10,70,v1.0
tau-empire,UNITS,SUN SHARK BOMBER,YOUR UNIT COSTS,1,150,v1.0
tau-empire,UNITS,TA’UNAR SUPREMACY ARMOUR,YOUR 1ST UNIT COSTS,1,790,v1.0
tau-empire,UNITS,TA’UNAR SUPREMACY ARMOUR,YOUR 2ND + UNIT COSTS,1,890,v1.0
tau-empire,UNITS,THE TWIN LANCE,YOUR UNIT COSTS,2,205,v1.0
tau-empire,UNITS,TIDEWALL DRONEPORT,YOUR UNIT COSTS,1,85,v1.0
tau-empire,UNITS,TIDEWALL GUNRIG,YOUR UNIT COSTS,1,90,v1.0
tau-empire,UNITS,TIDEWALL SHIELDLINE,YOUR UNIT COSTS,1,85,v1.0
tau-empire,UNITS,TIDEWALL SHIELDLINE,YOUR UNIT COSTS,1,20,v1.0
tau-empire,UNITS,TIGER SHARK,YOUR 1ST UNIT COSTS,1,325,v1.0
tau-empire,UNITS,TIGER SHARK,YOUR 2ND + UNIT COSTS,1,375,v1.0
tau-empire,UNITS,VESPID STINGWINGS,YOUR UNIT COSTS,5,70,v1.0
tau-empire,UNITS,VESPID STINGWINGS,YOUR UNIT COSTS,10,115,v1.0
thousand-sons,UNITS,AHRIMAN,YOUR UNIT COSTS,1,100,v1.0
thousand-sons,UNITS,CHAOS LAND RAIDER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
thousand-sons,UNITS,CHAOS LAND RAIDER,YOUR 3RD + UNIT COSTS,1,240,v1.0
thousand-sons,UNITS,CHAOS PREDATOR ANNIHILATOR,YOUR 1ST TO 2ND UNITS COST,1,130,v1.0
thousand-sons,UNITS,CHAOS PREDATOR ANNIHILATOR,YOUR 3RD + UNIT COSTS,1,140,v1.0
thousand-sons,UNITS,CHAOS PREDATOR DESTRUCTOR,YOUR 1ST TO 2ND UNITS COST,1,130,v1.0
thousand-sons,UNITS,CHAOS PREDATOR DESTRUCTOR,YOUR 3RD + UNIT COSTS,1,140,v1.0
thousand-sons,UNITS,CHAOS RHINO,YOUR UNIT COSTS,1,90,v1.0
thousand-sons,UNITS,CHAOS SPAWN,YOUR UNIT COSTS,2,65,v1.0
thousand-sons,UNITS,CHAOS VINDICATOR,YOUR 1ST TO 2ND UNITS COST,1,185,v1.0
thousand-sons,UNITS,CHAOS VINDICATOR,YOUR 3RD + UNIT COSTS,1,195,v1.0
thousand-sons,UNITS,DAEMON PRINCE OF TZEENTCH,YOUR UNIT COSTS,1,170,v1.0
thousand-sons,UNITS,DAEMON PRINCE OF TZEENTCH WITH WINGS,YOUR 1ST UNIT COSTS,1,170,v1.0
thousand-sons,UNITS,DAEMON PRINCE OF TZEENTCH WITH WINGS,YOUR 2ND + UNIT COSTS,1,180,v1.0
thousand-sons,UNITS,DEFILER,YOUR 1ST UNIT COSTS,1,290,v1.0
thousand-sons,UNITS,DEFILER,YOUR 2ND + UNIT COSTS,1,320,v1.0
thousand-sons,UNITS,DEFILER,WARGEAR OPTIONS,,10,v1.0
thousand-sons,UNITS,DEFILER,WARGEAR OPTIONS,,10,v1.0
thousand-sons,UNITS,EXALTED SORCERER,YOUR UNIT COSTS,1,90,v1.0
thousand-sons,UNITS,EXALTED SORCERER ON DISC OF TZEENTCH,YOUR UNIT COSTS,1,90,v1.0
thousand-sons,UNITS,FORGEFIEND,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
thousand-sons,UNITS,FORGEFIEND,YOUR 3RD + UNIT COSTS,1,145,v1.0
thousand-sons,UNITS,HELBRUTE,YOUR UNIT COSTS,1,110,v1.0
thousand-sons,UNITS,HELDRAKE,YOUR UNIT COSTS,1,175,v1.0
thousand-sons,UNITS,INFERNAL MASTER,YOUR UNIT COSTS,1,95,v1.0
thousand-sons,UNITS,MAGNUS THE RED,YOUR UNIT COSTS,1,455,v1.0
thousand-sons,UNITS,MAULERFIEND,YOUR 1ST TO 2ND UNITS COST,1,120,v1.0
thousand-sons,UNITS,MAULERFIEND,YOUR 3RD + UNIT COSTS,1,130,v1.0
thousand-sons,UNITS,MUTALITH VORTEX BEAST,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
thousand-sons,UNITS,MUTALITH VORTEX BEAST,YOUR 3RD + UNIT COSTS,1,190,v1.0
thousand-sons,UNITS,RUBRIC MARINES,YOUR 1ST TO 3RD UNITS COST,5,100,v1.0
thousand-sons,UNITS,RUBRIC MARINES,YOUR 1ST TO 3RD UNITS COST,10,190,v1.0
thousand-sons,UNITS,RUBRIC MARINES,YOUR 4TH + UNIT COSTS,5,110,v1.0
thousand-sons,UNITS,RUBRIC MARINES,YOUR 4TH + UNIT COSTS,10,200,v1.0
thousand-sons,UNITS,SCARAB OCCULT TERMINATORS,YOUR 1ST TO 2ND UNITS COST,5,180,v1.0
thousand-sons,UNITS,SCARAB OCCULT TERMINATORS,YOUR 1ST TO 2ND UNITS COST,10,370,v1.0
thousand-sons,UNITS,SCARAB OCCULT TERMINATORS,YOUR 3RD + UNIT COSTS,5,195,v1.0
thousand-sons,UNITS,SCARAB OCCULT TERMINATORS,YOUR 3RD + UNIT COSTS,10,385,v1.0
thousand-sons,UNITS,SEKHETAR ROBOTS,YOUR UNIT COSTS,2,80,v1.0
thousand-sons,UNITS,SEKHETAR ROBOTS,YOUR UNIT COSTS,4,160,v1.0
thousand-sons,UNITS,SORCERER,YOUR UNIT COSTS,1,85,v1.0
thousand-sons,UNITS,SORCERER IN TERMINATOR ARMOUR,YOUR 1ST TO 2ND UNITS COST,1,95,v1.0
thousand-sons,UNITS,SORCERER IN TERMINATOR ARMOUR,YOUR 3RD + UNIT COSTS,1,105,v1.0
thousand-sons,UNITS,TZAANGOR ENLIGHTENED,YOUR UNIT COSTS,3,45,v1.0
thousand-sons,UNITS,TZAANGOR ENLIGHTENED,YOUR UNIT COSTS,6,90,v1.0
thousand-sons,UNITS,TZAANGOR ENLIGHTENED WITH FATECASTER GREATBOWS,YOUR UNIT COSTS,3,55,v1.0
thousand-sons,UNITS,TZAANGOR ENLIGHTENED WITH FATECASTER GREATBOWS,YOUR UNIT COSTS,6,110,v1.0
thousand-sons,UNITS,TZAANGORS,YOUR UNIT COSTS,10,75,v1.0
thousand-sons,UNITS,TZAANGORS,YOUR UNIT COSTS,20,145,v1.0
thousand-sons,UNITS,TZAANGOR SHAMAN,YOUR UNIT COSTS,1,60,v1.0
thousand-sons,SCINTILLATING LEGIONS,BLUE HORRORS,YOUR UNIT COSTS,10,90,v1.0
thousand-sons,SCINTILLATING LEGIONS,FLAMERS,YOUR UNIT COSTS,3,65,v1.0
thousand-sons,SCINTILLATING LEGIONS,FLAMERS,YOUR UNIT COSTS,6,130,v1.0
thousand-sons,SCINTILLATING LEGIONS,KAIROS FATEWEAVER,YOUR UNIT COSTS,1,295,v1.0
thousand-sons,SCINTILLATING LEGIONS,LORD OF CHANGE,YOUR 1ST TO 2ND UNITS COST,1,300,v1.0
thousand-sons,SCINTILLATING LEGIONS,LORD OF CHANGE,YOUR 3RD + UNIT COSTS,1,315,v1.0
thousand-sons,SCINTILLATING LEGIONS,PINK HORRORS,YOUR UNIT COSTS,10,115,v1.0
thousand-sons,SCINTILLATING LEGIONS,SCREAMERS,YOUR UNIT COSTS,3,80,v1.0
thousand-sons,SCINTILLATING LEGIONS,SCREAMERS,YOUR UNIT COSTS,6,160,v1.0
titan-legions,UNITS,REAVER TITAN,YOUR UNIT COSTS,1,2200,v1.0
titan-legions,UNITS,WARBRINGER NEMESIS TITAN,YOUR UNIT COSTS,1,2600,v1.0
titan-legions,UNITS,WARHOUND TITAN,YOUR UNIT COSTS,1,1100,v1.0
titan-legions,UNITS,WARLORD TITAN,YOUR UNIT COSTS,1,3500,v1.0
tyranids,UNITS,BARBGAUNTS,YOUR UNIT COSTS,5,55,v1.0
tyranids,UNITS,BARBGAUNTS,YOUR UNIT COSTS,10,110,v1.0
tyranids,UNITS,BIOVORES,YOUR UNIT COSTS,1,60,v1.0
tyranids,UNITS,BIOVORES,YOUR UNIT COSTS,2,100,v1.0
tyranids,UNITS,BIOVORES,YOUR UNIT COSTS,3,140,v1.0
tyranids,UNITS,BROODLORD,YOUR UNIT COSTS,1,80,v1.0
tyranids,UNITS,CARNIFEXES,YOUR UNIT COSTS,1,90,v1.0
tyranids,UNITS,CARNIFEXES,YOUR UNIT COSTS,2,180,v1.0
tyranids,UNITS,DEATHLEAPER,YOUR UNIT COSTS,1,80,v1.0
tyranids,UNITS,EXOCRINE,YOUR 1ST TO 2ND UNITS COST,1,140,v1.0
tyranids,UNITS,EXOCRINE,YOUR 3RD + UNIT COSTS,1,150,v1.0
tyranids,UNITS,GARGOYLES,YOUR UNIT COSTS,10,80,v1.0
tyranids,UNITS,GARGOYLES,YOUR UNIT COSTS,20,155,v1.0
tyranids,UNITS,GENESTEALERS,YOUR 1ST TO 2ND UNITS COST,5,75,v1.0
tyranids,UNITS,GENESTEALERS,YOUR 1ST TO 2ND UNITS COST,10,140,v1.0
tyranids,UNITS,GENESTEALERS,YOUR 3RD + UNIT COSTS,5,85,v1.0
tyranids,UNITS,GENESTEALERS,YOUR 3RD + UNIT COSTS,10,150,v1.0
tyranids,UNITS,HARPY,YOUR UNIT COSTS,1,185,v1.0
tyranids,UNITS,HARRIDAN,YOUR 1ST UNIT COSTS,1,610,v1.0
tyranids,UNITS,HARRIDAN,YOUR 2ND + UNIT COSTS,1,660,v1.0
tyranids,UNITS,HARUSPEX,YOUR 1ST TO 2ND UNITS COST,1,125,v1.0
tyranids,UNITS,HARUSPEX,YOUR 3RD + UNIT COSTS,1,135,v1.0
tyranids,UNITS,HIEROPHANT,YOUR 1ST UNIT COSTS,1,810,v1.0
tyranids,UNITS,HIEROPHANT,YOUR 2ND + UNIT COSTS,1,910,v1.0
tyranids,UNITS,HIVE CRONE,YOUR UNIT COSTS,1,170,v1.0
tyranids,UNITS,HIVE GUARD,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
tyranids,UNITS,HIVE GUARD,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
tyranids,UNITS,HIVE GUARD,YOUR 3RD + UNIT COSTS,3,90,v1.0
tyranids,UNITS,HIVE GUARD,YOUR 3RD + UNIT COSTS,6,170,v1.0
tyranids,UNITS,HIVE TYRANT,YOUR UNIT COSTS,1,195,v1.0
tyranids,UNITS,HORMAGAUNTS,YOUR UNIT COSTS,10,70,v1.0
tyranids,UNITS,HORMAGAUNTS,YOUR UNIT COSTS,20,120,v1.0
tyranids,UNITS,HYPERADAPTED RAVENERS,YOUR 1ST TO 2ND UNITS COST,5,165,v1.0
tyranids,UNITS,HYPERADAPTED RAVENERS,YOUR 3RD + UNIT COSTS,5,175,v1.0
tyranids,UNITS,LICTOR,YOUR UNIT COSTS,1,60,v1.0
tyranids,UNITS,MALECEPTOR,YOUR 1ST TO 2ND UNITS COST,1,180,v1.0
tyranids,UNITS,MALECEPTOR,YOUR 3RD + UNIT COSTS,1,190,v1.0
