weapon_name,wiki_title,wiki_url,confidence,notes
Twin skorcha,Skorcha,https://warhammer40k.fandom.com/wiki/Skorcha,base_fallback,stripped qualifier: twin
Twin slaughter blade,,,needs_check,not in report anchor set; resolve via live wiki API
Twin slugga,,,needs_check,not in report anchor set; resolve via live wiki API
Twin smart missile system,,,needs_check,not in report anchor set; resolve via live wiki API
Twin splinter cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin splinter rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Twin starcannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin storm bolter,Storm Bolter,https://warhammer40k.fandom.com/wiki/Storm_Bolter,base_fallback,stripped qualifier: twin
Twin stormstrike missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Twin stranglethorn cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin supa-shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Twin tellyport mega-blasta,,,needs_check,not in report anchor set; resolve via live wiki API
Twin tesla carbine,Tesla Carbine,https://warhammer40k.fandom.com/wiki/Tesla_Carbine,base_fallback,stripped qualifier: twin
Twin tesla destructor,Tesla Destructor,https://warhammer40k.fandom.com/wiki/Tesla_Destructor,base_fallback,stripped qualifier: twin
Twin torturer’s tools,,,needs_check,not in report anchor set; resolve via live wiki API
Twin volkite caliver,Volkite Caliver,https://warhammer40k.fandom.com/wiki/Volkite_Caliver,base_fallback,stripped qualifier: twin
Twin volkite charger,Volkite Charger,https://warhammer40k.fandom.com/wiki/Volkite_Charger,base_fallback,stripped qualifier: twin
Twin volkite culverin,Volkite Culverin,https://warhammer40k.fandom.com/wiki/Volkite_Culverin,base_fallback,stripped qualifier: twin
Twin wazbom mega-kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Typhoon missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Tyranid Warrior claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Tyrannocyte bio-weapons,,,skip,psychic power / structural / limb profile
Tyrant talons,,,needs_check,not in report anchor set; resolve via live wiki API
Tyrant’s Claw and exalted power weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Tyrant’s Claw heavy flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Tyrnak and Fenrir,,,needs_check,not in report anchor set; resolve via live wiki API
Tzaangor blades,,,needs_check,not in report anchor set; resolve via live wiki API
Tzeentch’s Firestorm,,,needs_check,not in report anchor set; resolve via live wiki API
T’au flamer,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped prefix: t'au
T’au-tech rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Unholy gaze,,,skip,psychic power / structural / limb profile
Unmaker Gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Ur-ghul talons,,,needs_check,not in report anchor set; resolve via live wiki API
Valdor neutron laser,,,needs_check,not in report anchor set; resolve via live wiki API
Vanguard Veteran weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Vanquisher battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Vashtorr’s claw,,,needs_check,not in report anchor set; resolve via live wiki API
Vashtorr’s hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Vaultswords,,,needs_check,not in report anchor set; resolve via live wiki API
Venatari lance,,,needs_check,not in report anchor set; resolve via live wiki API
Venator neutron laser,,,needs_check,not in report anchor set; resolve via live wiki API
Vendetta hellstrike rack,,,needs_check,not in report anchor set; resolve via live wiki API
Vendetta twin lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Vengeance launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Vengor launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Venom bolt,,,needs_check,not in report anchor set; resolve via live wiki API
Venom cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Vertus hurricane bolter,,,needs_check,not in report anchor set; resolve via live wiki API
Vibro cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Vicious bite,,,needs_check,not in report anchor set; resolve via live wiki API
Vicious claws,,,needs_check,not in report anchor set; resolve via live wiki API
Vigil spear,,,needs_check,not in report anchor set; resolve via live wiki API
Vigilator cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Vilith-zhar,,,needs_check,not in report anchor set; resolve via live wiki API
Vindicare combat knife,,,needs_check,not in report anchor set; resolve via live wiki API
Virge of admonition,,,needs_check,not in report anchor set; resolve via live wiki API
Vitarus,,,needs_check,not in report anchor set; resolve via live wiki API
Void lance,,,needs_check,not in report anchor set; resolve via live wiki API
Void sabre,,,needs_check,not in report anchor set; resolve via live wiki API
Voidblade,,,needs_check,not in report anchor set; resolve via live wiki API
Voidbringer,,,no_match,report: no standalone Fandom article
Voidraven missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Voidscythe,,,needs_check,not in report anchor set; resolve via live wiki API
Voidsman rotor cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Voidstorm missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Voidweaver haywire cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Volcano cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Volcano lance,,,needs_check,not in report anchor set; resolve via live wiki API
Volkanite disintegrator,,,needs_check,not in report anchor set; resolve via live wiki API
Volkite blaster,Volkite Blaster,https://warhammer40k.fandom.com/wiki/Volkite_Blaster,verified,base article
Volkite caliver,Volkite Caliver,https://warhammer40k.fandom.com/wiki/Volkite_Caliver,verified,base article
Volkite cardanelle,,,needs_check,not in report anchor set; resolve via live wiki API
Volkite charger,Volkite Charger,https://warhammer40k.fandom.com/wiki/Volkite_Charger,verified,base article
Volkite chierovile,,,needs_check,not in report anchor set; resolve via live wiki API
Volkite combustor,,,needs_check,not in report anchor set; resolve via live wiki API
Volkite culverin,Volkite Culverin,https://warhammer40k.fandom.com/wiki/Volkite_Culverin,verified,base article
Volkite falconet battery,,,needs_check,not in report anchor set; resolve via live wiki API
Volkite veuglaire,,,needs_check,not in report anchor set; resolve via live wiki API
Voltaic pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Voltaic storm,,,needs_check,not in report anchor set; resolve via live wiki API
Vortex missile battery,,,needs_check,not in report anchor set; resolve via live wiki API
Vortex of Doom,,,no_match,report: no standalone Fandom article
Vulcan mega-bolter,,,needs_check,not in report anchor set; resolve via live wiki API
Vulture gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Vulture hellstrike rack,,,needs_check,not in report anchor set; resolve via live wiki API
Waaagh! banner,,,needs_check,not in report anchor set; resolve via live wiki API
War Dog autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
War Walker feet,,,skip,psychic power / structural / limb profile
Warforge Gauntlets,,,needs_check,not in report anchor set; resolve via live wiki API
Warhound feet,,,skip,psychic power / structural / limb profile
Warhound inferno gun,,,needs_check,not in report anchor set; resolve via live wiki API
Warhound plasma blastgun,,,needs_check,not in report anchor set; resolve via live wiki API
Warhound turbo-laser destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Warhound vulcan mega-bolter,,,needs_check,not in report anchor set; resolve via live wiki API
Warlord feet,,,skip,psychic power / structural / limb profile
Warp Blast,,,skip,psychic power / structural / limb profile
Warp Curse,,,needs_check,not in report anchor set; resolve via live wiki API
Warp claws,,,needs_check,not in report anchor set; resolve via live wiki API
Warp gaze,,,skip,psychic power / structural / limb profile
Warp grasp,,,needs_check,not in report anchor set; resolve via live wiki API
Warp vortex,,,needs_check,not in report anchor set; resolve via live wiki API
Warpclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Warpfire talons,,,needs_check,not in report anchor set; resolve via live wiki API
Warpflame pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Warpflame projector,,,needs_check,not in report anchor set; resolve via live wiki API
Warpflamer,,,needs_check,not in report anchor set; resolve via live wiki API
Warpshock harpoon,,,needs_check,not in report anchor set; resolve via live wiki API
Warpstrike claw,,,needs_check,not in report anchor set; resolve via live wiki API
Warpsword,,,needs_check,not in report anchor set; resolve via live wiki API
Warscythe,,,needs_check,not in report anchor set; resolve via live wiki API
Wasp feet,,,skip,psychic power / structural / limb profile
Watcher’s Axe,Castellan Axe,https://warhammer40k.fandom.com/wiki/Castellan_Axe,verified,named/relic article
Waystave,,,needs_check,not in report anchor set; resolve via live wiki API
Weapons of the Final Triarch,,,needs_check,not in report anchor set; resolve via live wiki API
Weapons team close combat weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Weaverender,,,needs_check,not in report anchor set; resolve via live wiki API
Webber,,,needs_check,not in report anchor set; resolve via live wiki API
Weirdboy staff,,,needs_check,not in report anchor set; resolve via live wiki API
Whip coils,,,skip,psychic power / structural / limb profile
Whirlwind castellan launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Whirlwind vengeance launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Wing missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Witch staff,,,needs_check,not in report anchor set; resolve via live wiki API
Witchblade,,,needs_check,not in report anchor set; resolve via live wiki API
Witchseeker flamer,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped prefix: witchseeker
Witstealer sword,,,needs_check,not in report anchor set; resolve via live wiki API
Wolf Guard weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Wolf claws,,,needs_check,not in report anchor set; resolve via live wiki API
Wraith glaive,,,needs_check,not in report anchor set; resolve via live wiki API
Wraithbone fists,,,needs_check,not in report anchor set; resolve via live wiki API
Wraithbone hull,,,skip,psychic power / structural / limb profile
Wraithcannon,,,needs_check,not in report anchor set; resolve via live wiki API
Wraithseer D-cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Wreckin’ ball,,,needs_check,not in report anchor set; resolve via live wiki API
Wrench,,,needs_check,not in report anchor set; resolve via live wiki API
Wulfen weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Wurrtower,,,needs_check,not in report anchor set; resolve via live wiki API
Wyrmclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Wyvern quad stormshard mortar,,,needs_check,not in report anchor set; resolve via live wiki API
